"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"731","ALA HOLO LP + MAKAHA","18","0","0","0","18","18","0","0","0","18","18","0","0","0","18"
"2650","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2651","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2652","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2653","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2654","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2655","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4"
"2657","WAIANAE VALLEY RD +","4","0","0","0","4","4","0","0","0","4","9","0","0","0","9"
"2658","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2661","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2662","WAIANAE VALLEY RD +","19","0","0","0","19","19","0","0","0","19","20","0","0","0","20"
"2665","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2666","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2677","KAPAEKAHI ST + 85-14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2689","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2690","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2706","LUALUALEI HOMESTEAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2707","LUALUALEI HOMESTEAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2710","HALONA RD + 86-409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2719","PUUHULU RD + HAAMA P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2726","PUHAWAI RD + OPP HAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2729","HALONA RD + 84-446","65","0","0","0","65","65","0","0","0","65","38","0","0","0","38"
"2739","PAAKEA RD + MAILIILI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2741","PAAKEA RD + 87-911","5","1","0","0","6","5","1","0","0","6","14","0","0","0","15"
"2742","PAAKEA RD + KAUKAMA","47","0","0","0","47","47","0","0","0","47","40","0","0","0","40"
"2748","HAKIMO RD + OPP 87-7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2749","HAKIMO RD + OPP KUUA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2754","HAKIMO RD + OPP WAIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2760","HAKIMO RD + KANAHALE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2761","HAKIMO RD + ULEHAWA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2763","HAKIMO RD + KUUALOHA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2766","PAAKEA RD + HAKIMO R","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"2767","PAAKEA RD + 87-1351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2770","PAAKEA RD + OPP KAUK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2774","MAILIILI RD + OPP PA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2775","MAILIILI RD + FARRIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4296","PRINCESS KAHANU AVE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4298","WAIOLU ST + HAKIMO R","2","0","0","0","2","2","0","0","0","2","1","0","0","0","1"
"4424","MOEKAHI ST + LEIHUA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4428","LUALUALEI HOMESTEAD","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1"
"4593","KANEAKI ST + PUNANAU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"547","FARRINGTON HWY + MAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"549","FARRINGTON HWY + OPP","0","0","0","2","2","0","0","0","2","2","0","0","0","0","0"
"553","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"554","FARRINGTON HWY + KIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"570","MAKAHA VALLEY RD + K","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"571","MAKAHA VALLEY RD + K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"573","ALA HOLO LP + OPP MA","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"715","NANAKULI AVE + PILIL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1044","FARRINGTON / UPENA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2646","LUALUALEI HOMESTEAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2660","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2673","KANEILIO ST + 85-122","47","0","0","0","47","47","0","0","0","47","56","0","0","0","56"
"2687","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2691","PLANTATION RD + WAIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2692","PLANTATION RD + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2694","PLANTATION RD + LIHU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2708","HALONA RD + LUALUALE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2709","HALONA RD + 86-333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2725","LUALUALEI HOMESTEAD","3","0","0","0","3","3","0","0","0","3","0","0","0","0","0"
"2727","HALONA RD + POHAKEA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2731","HALONA RD + 86-330","42","0","0","0","42","42","0","0","0","42","46","0","0","0","46"
"2732","HALONA RD + LUALUALE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2734","LUALUALEI HOMESTEAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2759","HAKIMO RD + KAUKAI R","2","0","0","0","2","2","0","0","0","2","6","0","0","0","6"
"2764","HAKIMO RD + 87-797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2769","PAAKEA RD + 87-1109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4297","LAIKU ST + WAIOLU ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4425","MOEKAHI ST + LUALUAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4427","LUALUALEI HOMESTEAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"552","FARRINGTON HWY + NAL","52","0","0","0","52","52","0","0","0","52","70","0","0","0","70"
"561","MAKAU ST + 84-245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"572","MAKAHA VALLEY RD + N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"712","NANAKULI AVE + MANO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"724","HALEAKALA AVE + MOKI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"727","HALEAKALA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"728","HALEAKALA AVE + MANO","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"733","MAKAHA VALLEY RD + K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2663","HALEAHI RD + WAIANAE","0","2","0","0","2","0","2","0","0","2","0","2","0","0","2"
"2671","KEPAUALA ST + OPP KA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2711","HALONA RD + 86-431","6","0","0","0","6","6","0","0","0","6","38","0","0","0","38"
"2714","HALONA RD + PUHAWAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2718","PUUHULU RD + 86-631","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2723","KUWALE RD + 86-417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2733","LUALUALEI HOMESTEAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2743","PAAKEA RD + 87-1109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2750","HAKIMO RD + OPP KAPI","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"2752","HAKIMO RD + OPP KANA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2765","HAKIMO RD + OPP PAAK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2771","PAAKEA RD + OPP 87-9","4","0","0","0","4","4","0","0","0","4","17","0","0","0","17"
"4295","PRINCESS KAHANU AVE","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0"
"515","FARRINGTON HWY + PRI","4","0","0","13","18","4","0","0","13","18","0","0","0","13","13"
"527","FARRINGTON HWY + KIM","46","0","0","0","46","46","0","0","0","46","20","0","0","0","20"
"539","FARRINGTON HWY + OPP","23","0","0","0","23","23","0","0","0","23","26","0","0","0","26"
"560","MAKAU ST + OPP HOLT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"711","NANAKULI AVE + LEPEK","8","0","0","0","8","8","0","0","0","8","7","0","0","0","7"
"720","NANAKULI AVE + MAIAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"723","HALEAKALA AVE + OPP","23","0","0","0","23","23","0","0","0","23","25","0","0","0","25"
"726","HALEAKALA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2672","KANEILIO ST + KAMAIL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2678","KAPAEKAHI ST + KOOLI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2720","PUUHULU RD + PUUHULU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2747","HAKIMO RD + PAAKEA R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"655","FARRINGTON HWY + POH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"713","NANAKULI AVE + KAUWA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"714","NANAKULI AVE + KAWAO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"716","NANAKULI AVE + ILIMA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"718","NANAKULI AVE + MAIAP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"734","MAKAHA VALLEY RD + K","58","0","0","0","58","58","0","0","0","58","30","0","0","0","30"
"2649","WAIANAE VALLEY RD +","2","0","0","0","2","2","0","0","0","2","0","0","0","0","0"
"2675","KANEILIO ST + KAPAEK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2685","KANEAKI ST + OPP KEP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2721","KUWALE RD + PUUHULU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2735","LUALUALEI HOMESTEAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2737","MAILIILI RD + FARRIN","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6"
"504","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"722","HALEAKALA AVE + NANA","70","0","0","0","70","70","0","0","0","70","67","0","0","0","67"
"729","HALEAKALA AVE + FARR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2670","KANEAKI ST + KEPAUAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2751","HAKIMO RD + OPP ULEH","5","0","0","0","5","5","0","0","0","5","0","0","0","0","0"
"551","FARRINGTON HWY + JAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"563","FARRINGTON HWY + MAK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"636","FARRINGTON HWY + ULE","54","1","0","0","55","54","1","0","0","55","68","1","0","0","68"
"2648","WAIANAE VALLEY RD +","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"2676","KAPAEKAHI ST + OPP K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2680","KANEAKI ST + OPP KOO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2693","PLANTATION RD + PILI","19","0","0","0","20","19","0","0","0","20","20","0","0","0","20"
"2753","HAKIMO RD + OPP KAUK","3","0","0","0","3","3","0","0","0","3","1","0","0","0","1"
"4302","PRINCESS KAHANU AVE","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1"
"524","FARRINGTON HWY + MAN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"555","FARRINGTON HWY + WAT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"559","LAWAIA ST + MAKAU ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"629","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4300","WAIOLU ST + LAIKU ST","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"519","FARRINGTON HWY + 87-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"732","MAKAHA VALLEY RD + N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2717","PUHAWAI RD + PUUHULU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2724","KUWALE RD + LUALUALE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"544","FARRINGTON HWY + ALA","133","0","0","0","133","133","0","0","0","133","36","0","0","0","36"
"621","FARRINGTON HWY + BAY","57","0","0","5","62","57","0","0","5","62","28","0","0","4","32"
"719","NANAKULI AVE + UALAM","35","0","0","0","35","35","0","0","0","35","37","0","0","0","37"
"513","FARRINGTON HWY + AUY","6","0","0","0","7","6","0","0","0","7","2","0","0","0","2"
"575","HUIPU DR + OPP ALA M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2762","HAKIMO RD + KAPIKI R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"512","FARRINGTON HWY + MAA","6","0","0","0","6","6","0","0","0","6","10","0","0","0","10"
"542","FARRINGTON HWY + KAU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"637","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"717","NANAKULI AVE + OPP N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2679","KANEAKI ST + HALAPOE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"613","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2695","PLANTATION RD + OLD","8","0","0","0","8","8","0","0","0","8","0","0","0","0","0"
"516","FARRINGTON HWY + 87-","2","0","0","1","3","2","0","0","1","3","0","0","0","1","1"
"532","FARRINGTON HWY + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"604","FARRINGTON HWY + UPE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"635","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"508","FARRINGTON HWY + NAN","0","0","0","7","7","0","0","0","7","7","0","0","0","0","0"
"541","FARRINGTON HWY + OLD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"518","FARRINGTON HWY + HAK","2","0","0","0","2","2","0","0","0","2","16","0","0","4","21"
"606","FARRINGTON HWY + UPE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"611","FARRINGTON HWY + LAH","0","0","0","2","2","0","0","0","2","2","0","0","0","0","0"
"4426","LUALUALEI HOMESTEAD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"725","HALEAKALA AVE + OPUH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"510","FARRINGTON HWY + HEL","23","1","0","17","41","23","1","0","17","41","0","0","0","26","26"
"523","FARRINGTON HWY + MAI","18","0","0","0","18","18","0","0","0","18","13","0","0","0","13"
"530","FARRINGTON HWY + KAU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"644","FARRINGTON HWY + OPP","33","1","0","1","35","33","1","0","1","35","29","1","0","0","31"
"505","FARRINGTON HWY + PIL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"607","FARRINGTON HWY + MOU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"651","FARRINGTON HWY + OPP","0","0","0","119","119","0","0","0","119","119","0","0","0","85","85"
"608","FARRINGTON HWY + MOU","380","0","0","0","380","380","0","0","0","380","637","8","0","0","645"
"514","FARRINGTON HWY + MOH","15","0","0","24","40","15","0","0","24","40","22","0","0","9","31"
"710","NANAKULI AVE + FARRI","1","0","0","5","6","1","0","0","5","6","0","0","0","59","59"
"543","FARRINGTON HWY + WAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"654","FARRINGTON HWY + PIL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"507","FARRINGTON HWY + NAN","71","1","0","3","75","71","1","0","3","75","87","1","0","27","115"
"509","FARRINGTON HWY + HAL","17","0","0","8","25","17","0","0","8","25","43","1","0","10","54"
"619","FARRINGTON HWY + KAU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"631","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"548","FARRINGTON HWY + MAK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"652","FARRINGTON HWY + OPP","130","4","0","1","135","130","4","0","1","135","162","5","0","127","294"
"545","FARRINGTON HWY + KAU","15","0","0","15","30","15","0","0","15","30","162","0","0","1","163"
"546","FARRINGTON HWY + ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"618","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"649","FARRINGTON HWY + OPP","68","2","0","17","87","68","2","0","17","87","52","1","0","26","79"
"569","MAKAHA VALLEY RD + F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"578","FARRINGTON HWY + MAK","266","4","0","0","271","266","4","0","0","271","392","5","0","0","397"
"642","FARRINGTON HWY + OPP","61","7","0","0","68","61","7","0","0","68","65","7","0","0","71"
"650","FARRINGTON HWY + OPP","35","0","0","117","153","35","0","0","117","153","0","0","0","50","50"
"646","FARRINGTON HWY + OPP","74","1","0","0","75","74","1","0","0","75","65","1","0","0","66"
"616","FARRINGTON HWY + OPP","124","0","0","0","124","124","0","0","0","124","119","0","0","0","119"
"645","FARRINGTON HWY + OPP","73","2","0","23","98","73","2","0","23","98","102","2","0","9","113"
"609","FARRINGTON HWY + OPP","112","0","0","0","112","112","0","0","0","112","44","0","0","0","44"
"628","FARRINGTON HWY + OPP","0","0","0","8","8","0","0","0","8","8","0","0","0","7","7"
"538","FARRINGTON HWY + WAI","14","0","0","2","16","14","0","0","2","16","21","0","0","0","21"
"612","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"528","FARRINGTON HWY + MAI","26","0","0","0","26","26","0","0","0","26","58","0","0","0","58"
"623","FARRINGTON HWY + LUA","0","2","0","1","3","0","2","0","1","3","0","2","0","5","7"
"522","FARRINGTON HWY + KAU","5","0","0","0","5","5","0","0","0","5","12","0","0","0","12"
"526","FARRINGTON HWY + ST","6","0","0","0","6","6","0","0","0","6","5","0","0","1","5"
"632","FARRINGTON HWY + OPP","205","5","0","0","210","205","5","0","0","210","257","5","0","0","262"
"2645","LEIHOKU ST + FARRING","113","9","0","59","181","113","9","0","59","181","84","8","0","1","93"
"735","MAKAHA VALLEY RD + F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"533","FARRINGTON HWY + MAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"540","FARRINGTON HWY + PLA","24","1","0","0","25","24","1","0","0","25","21","1","0","0","22"
"624","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","48","48"
"622","FARRINGTON HWY + WAI","0","0","0","6","6","0","0","0","6","6","0","0","0","1","1"
"625","FARRINGTON HWY + OPP","185","0","0","11","196","185","0","0","11","196","188","0","0","4","192"
"605","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"634","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"648","FARRINGTON HWY + OPP","29","7","0","5","41","29","7","0","5","41","104","8","0","10","121"
"537","FARRINGTON HWY + PUH","0","0","0","56","56","0","0","0","56","56","0","0","0","57","57"
"617","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"638","FARRINGTON HWY + OPP","60","2","0","0","62","60","2","0","0","62","64","2","0","0","67"
"576","HUIPU DR + KILI DR","23","0","0","0","24","23","0","0","0","24","22","1","0","0","23"
"620","FARRINGTON HWY + GUA","92","0","0","0","92","92","0","0","0","92","151","4","0","3","158"
"536","FARRINGTON HWY + LEI","81","0","0","0","81","81","0","0","0","81","69","0","0","0","69"
"615","FARRINGTON HWY + OPP","194","0","0","0","194","194","0","0","0","194","278","4","0","0","282"
"511","FARRINGTON HWY + LUA","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1"
"614","FARRINGTON HWY + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4406","WAIANAE TRANSIT CENT","221","40","0","289","550","221","40","0","289","550","334","26","0","558","918"
"1421","E MANOA RD + OPP KAO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3246","MANOA RD + LANIHULI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3248","E MANOA RD + BECKWIT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3249","E MANOA RD + ARMSTRO","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"3250","E MANOA RD + BROWN W","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"3252","OAHU AVE + 2645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3258","MANOA RD + MANOA REC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3260","MANOA RD + OPP HALEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3263","MANOA RD + PENEKU PL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3265","MANOA RD + NIPO ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3267","KUMUONE ST + LOULU S","132","0","0","0","132","132","0","0","0","132","96","0","0","0","96"
"3272","OAHU AVE + RAINBOW D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3824","AUWAIOLIMU ST + KAPA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3825","HOOKUI ST + PUOWAINA","3","0","0","0","3","3","0","0","0","3","0","0","0","0","0"
"3828","PROSPECT ST + WARD A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3830","PROSPECT ST + 1035","5","0","0","0","5","5","0","0","0","5","3","0","0","0","3"
"3831","PROSPECT ST + 1115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3835","MOTT-SMITH DR + LUNA","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"3836","MOTT-SMITH DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3837","MOTT-SMITH DR + 2045","4","0","0","0","4","4","0","0","0","4","4","0","0","0","4"
"3838","MOTT-SMITH DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3839","MOTT-SMITH DR + MAKI","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"3840","MAKIKI HEIGHTS DR +","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3841","MAKIKI HEIGHTS DR +","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"3842","MAKIKI HEIGHTS DR +","9","0","0","0","9","9","0","0","0","9","9","0","0","0","9"
"3844","TANTALUS DR + 2402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3845","TANTALUS DR + 2354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3846","TANTALUS DR + 2328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3848","TANTALUS DR + 2240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3850","TANTALUS DR + KAUHAN","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"3853","PUOWAINA DR + OPP PR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3887","TANTALUS DR + KRAUSS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3889","TANTALUS DR + 2279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3891","TANTALUS DR + 2363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3892","TANTALUS DR + 2413","32","0","0","0","32","32","0","0","0","32","16","0","0","0","16"
"3893","TANTALUS DR + 2527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3896","MAKIKI HEIGHTS DR +","37","0","0","0","38","37","0","0","0","38","10","0","0","0","10"
"3898","MOTT-SMITH DR + PILI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3899","MOTT-SMITH DR + 2052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3902","MOTT-SMITH DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4305","PUOWAINA DR + OPP 20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4306","PUOWAINA DR + 2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"795","E MANOA RD + KAHALOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"872","E MANOA RD + KOLOWAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3245","MANOA RD + OPP ALIHI","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"3247","E MANOA RD + MOHALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3253","OAHU AVE + HALELENA","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"3254","OAHU AVE + ANUENUE S","20","0","0","0","20","20","0","0","0","20","20","0","0","0","20"
"3255","OAHU AVE + KAAIPU AV","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3256","OAHU AVE + 2925","7","0","0","0","7","7","0","0","0","7","8","0","0","0","8"
"3257","MANOA RD + LOWREY AV","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3261","MANOA RD + PAWAINA S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3276","OAHU AVE + 2708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3279","E MANOA RD + OPP ARM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3283","MANOA RD + AHUALANI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3822","AUWAIOLIMU ST + NEHO","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"3823","AUWAIOLIMU ST + ANIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3829","PROSPECT ST + MAGAZI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3843","TANTALUS DR + MAKIKI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3847","TANTALUS DR + 2280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
